Table 1
id,acct_code_set_description,company,ref_number,date,vendor_employee,FF2,standardized_reclamation_cost_estimator,item_description,amount
278,2790_1516 INT SCHMIDT HOME,001,11409 ,06/10/11,AMERICAN EXPRESS,TAX,AX,RND SIDETBLE_POTTERYBARN,17.43 
279,2790_1516 INT SCHMIDT HOME,001,11409 ,06/10/11,AMERICAN EXPRESS,LP,AX,RUSTIC SIDETBLE_POTTERYBARN,319.20 
280,2790_1516 INT SCHMIDT HOME,001,11409 ,06/10/11,AMERICAN EXPRESS,TAX,AX,RUSTIC SIDETBLE_POTTERYBARN,27.93 
281,2790_1516 INT SCHMIDT HOME,001,11409 ,06/10/11,AMERICAN EXPRESS,LP,AX,RND TABLE LAMP_POTTERYBARN,170.00 
282,2790_1516 INT SCHMIDT HOME,001,11409 ,06/10/11,AMERICAN EXPRESS,TAX,AX,RND TABLE LAMP_POTTERYBARN,14.88 
283,2790_1516 INT SCHMIDT HOME,001,11409 ,06/10/11,AMERICAN EXPRESS,LP,AX,SIENNA FLR LAMP_POTTERYBARN,170.00 
284,2790_1516 INT SCHMIDT HOME,001,11409 ,06/10/11,AMERICAN EXPRESS,TAX,AX,SIENNA FLR LAMP_POTTERYBARN,14.88 
285,2790_1516 INT SCHMIDT HOME,001,11414 ,06/10/11,AMERICAN EXPRESS,LP,AX,TWIN BOX SPNG/MATTRESS,100.00 
286,2790_1516 INT SCHMIDT HOME,001,11414 ,06/10/11,AMERICAN EXPRESS,TAX,AX,TWIN BOX SPNG/MATTRESS,8.75 
287,2790_1516 INT SCHMIDT HOME,001,11562 ,06/14/11,AMERICAN EXPRESS,LP,AX,RND TABLE LAMP_POTTERY BARN,170.00 
288,2790_1516 INT SCHMIDT HOME,001,11562 ,06/14/11,AMERICAN EXPRESS,TAX,AX,RND TABLE LAMP_POTTERY BARN,14.88 
289,2790_1516 INT SCHMIDT HOME,001,11782 ,06/14/11,AMERICAN EXPRESS,LP,AX,1X PAPER CUTTER_DAVID ART CNTR,115.95 
290,2790_1516 INT SCHMIDT HOME,001,11782 ,06/14/11,AMERICAN EXPRESS,TAX,AX,1X PAPER CUTTER_DAVID ART CNTR,10.15 
305,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,1981 ,04/08/11,SMITHnSTAN,LP,PCV,MARTIN GUITAR_GUITAR CNTR,499.99 
306,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,1981 ,04/08/11,SMITHnSTAN,TAX,PCV,MARTIN GUITAR_GUITAR CNTR,43.75 
307,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,1981 ,04/08/11,SMITHnSTAN,LP,PCV,BK CAKE SELECTED SONGS GUITA,21.95 
308,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,1981 ,04/08/11,SMITHnSTAN,TAX,PCV,BK CAKE SELECTED SONGS GUITA,1.92 
309,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,1981 ,04/08/11,SMITHnSTAN,LP,PCV,BK BEATLES ACOUSTIC GUITAR,22.95 
310,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,1981 ,04/08/11,SMITHnSTAN,TAX,PCV,BK BEATLES ACOUSTIC GUITAR,2.01 
311,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,1981 ,04/08/11,SMITHnSTAN,LP,PCV,BK DEFINITIVE BOB DYLAN GUITA,39.95 
312,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,1981 ,04/08/11,SMITHnSTAN,TAX,PCV,BK DEFINITIVE BOB DYLAN GUITA,3.50 
313,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,3599 ,04/28/11,AMERICAN EXPRESS,LP,AX,5INCH ALOHA TUB_HOME DEPOT,129.00 
314,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,3599 ,04/28/11,AMERICAN EXPRESS,TAX,AX,5INCH ALOHA TUB_HOME DEPOT,11.61 
315,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,3599 ,04/28/11,AMERICAN EXPRESS,LP,AX,CADET BONE TOILET_HOME DEPOT,168.00 
316,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,3599 ,04/28/11,AMERICAN EXPRESS,TAX,AX,CADET BONE TOILET_HOME DEPOT,15.12 
317,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,6031 ,05/12/11,AMERICAN EXPRESS,LP,AX,BUD LIGHT SIGN_MAGAZINE ANTIQU,100.00 
318,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,6031 ,05/12/11,AMERICAN EXPRESS,TAX,AX,BUD LIGHT SIGN_MAGAZINE ANTIQU,9.00 
319,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,6031 ,05/12/11,AMERICAN EXPRESS,LP,AX,CARVED WOOD MASK_MAGAZINE ANTI,110.00 
320,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,6031 ,05/12/11,AMERICAN EXPRESS,TAX,AX,CARVED WOOD MASK_MAGAZINE ANTI,9.90 
321,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,7324 ,05/20/11,SMITHnRICHARD B.,LP,PCV,150X PAPERBACKS,100.29 
322,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,7324 ,05/20/11,SMITHnRICHARD B.,TAX,PCV,150X PAPERBACKS,9.02 
323,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,7771 ,05/24/11,AMERICAN EXPRESS,LP,AX,5DWR CHEST_COMPASS,1,299.99
324,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,7771 ,05/24/11,AMERICAN EXPRESS,TAX,AX,5DWR CHEST_COMPASS,113.75 
325,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,7771 ,05/24/11,AMERICAN EXPRESS,LP,AX,TRUNDLE BED_COMPASS,149.99 
326,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,7771 ,05/24/11,AMERICAN EXPRESS,TAX,AX,TRUNDLE BED_COMPASS,13.12 
327,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,7771 ,05/24/11,AMERICAN EXPRESS,LP,AX,BUNKBED_COMPASS,149.99 
328,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,7771 ,05/24/11,AMERICAN EXPRESS,TAX,AX,BUNKBED_COMPASS,13.13 
329,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,7774 ,05/24/11,AMERICAN EXPRESS,LP,AX,ELLYPTICAL MACHINE_SPRTS AUTH,337.48 
330,2790_1517 INT SCHMIDTINCHS BEDROOM (STG),001,7774 ,05/24/11,AMERICAN EXPRESS,TAX,AX,ELLYPTICAL MACHINE_SPRTS AUTH,29.53 
513,2790_1521 EXT/INT ERICINCHS HOUSE,001,6003 ,05/12/11,AMERICAN EXPRESS,LP,AX,AIDEN CONSOLE TBL_COSTPLUS,250.13 
514,2790_1521 EXT/INT ERICINCHS HOUSE,001,6003 ,05/12/11,AMERICAN EXPRESS,LP,AX,AIDEN CONSOLE TBL_COSTPLUS,250.12 
515,2790_1521 EXT/INT ERICINCHS HOUSE,001,6003 ,05/12/11,AMERICAN EXPRESS,TAX,AX,AIDEN CONSOLE TBL_COSTPLUS,21.89 
516,2790_1521 EXT/INT ERICINCHS HOUSE,001,6003 ,05/12/11,AMERICAN EXPRESS,TAX,AX,AIDEN CONSOLE TBL_COSTPLUS,21.89 
517,2790_1521 EXT/INT ERICINCHS HOUSE,001,6003 ,05/12/11,AMERICAN EXPRESS,LP,AX,CAMPAIGN DESK_COST PLUS,205.46 
518,2790_1521 EXT/INT ERICINCHS HOUSE,001,6003 ,05/12/11,AMERICAN EXPRESS,TAX,AX,CAMPAIGN DESK_COST PLUS,17.98 
519,2790_1521 EXT/INT ERICINCHS HOUSE,001,6003 ,05/12/11,AMERICAN EXPRESS,LP,AX,CAMPAIGN BOOKSHELF_COSTPLUS,250.12 
520,2790_1521 EXT/INT ERICINCHS HOUSE,001,6003 ,05/12/11,AMERICAN EXPRESS,TAX,AX,CAMPAIGN BOOKSHELF_COSTPLUS,21.89 
521,2790_1521 EXT/INT ERICINCHS HOUSE,001,6004 ,05/12/11,AMERICAN EXPRESS,LP,AX,YLLW ACCENT TBL_PIER 1,119.95 
522,2790_1521 EXT/INT ERICINCHS HOUSE,001,6004 ,05/12/11,AMERICAN EXPRESS,TAX,AX,YLLW ACCENT TBL_PIER 1,10.50 
523,2790_1521 EXT/INT ERICINCHS HOUSE,001,6005 ,05/12/11,AMERICAN EXPRESS,LP,AX,BRN COFFEE TBL_COMPASS,149.99 
524,2790_1521 EXT/INT ERICINCHS HOUSE,001,6005 ,05/12/11,AMERICAN EXPRESS,TAX,AX,BRN COFFEE TBL_COMPASS,13.12 
525,2790_1521 EXT/INT ERICINCHS HOUSE,001,6005 ,05/12/11,AMERICAN EXPRESS,LP,AX,JUNIPER TBL W/STOOLS_COMPASS,399.99 
526,2790_1521 EXT/INT ERICINCHS HOUSE,001,6005 ,05/12/11,AMERICAN EXPRESS,TAX,AX,JUNIPER TBL W/STOOLS_COMPASS,35.00 
527,2790_1521 EXT/INT ERICINCHS HOUSE,001,6005 ,05/12/11,AMERICAN EXPRESS,LP,AX,PALM TREE_COMPASS,309.99 
528,2790_1521 EXT/INT ERICINCHS HOUSE,001,6005 ,05/12/11,AMERICAN EXPRESS,TAX,AX,PALM TREE_COMPASS,27.12 
529,2790_1521 EXT/INT ERICINCHS HOUSE,001,6005 ,05/12/11,AMERICAN EXPRESS,LP,AX,LONG TBL W/LEAVES_COMPASS,429.99 
530,2790_1521 EXT/INT ERICINCHS HOUSE,001,6005 ,05/12/11,AMERICAN EXPRESS,TAX,AX,LONG TBL W/LEAVES_COMPASS,37.62 
531,2790_1521 EXT/INT ERICINCHS HOUSE,001,6005 ,05/12/11,AMERICAN EXPRESS,LP,AX,BUDDHIST SCULPTURE_COMPASS,99.99 
532,2790_1521 EXT/INT ERICINCHS HOUSE,001,6005 ,05/12/11,AMERICAN EXPRESS,TAX,AX,BUDDHIST SCULPTURE_COMPASS,8.75 
533,2790_1521 EXT/INT ERICINCHS HOUSE,001,6005 ,05/12/11,AMERICAN EXPRESS,LP,AX,FLOOR LAMP_COMPASS,239.99 
534,2790_1521 EXT/INT ERICINCHS HOUSE,001,6005 ,05/12/11,AMERICAN EXPRESS,TAX,AX,FLOOR LAMP_COMPASS,21.00 
535,2790_1521 EXT/INT ERICINCHS HOUSE,001,6005 ,05/12/11,AMERICAN EXPRESS,LP,AX,BRN RND CHAIR_COMPASS,449.99 
536,2790_1521 EXT/INT ERICINCHS HOUSE,001,6005 ,05/12/11,AMERICAN EXPRESS,TAX,AX,BRN RND CHAIR_COMPASS,39.37 
537,2790_1521 EXT/INT ERICINCHS HOUSE,001,7773 ,05/24/11,AMERICAN EXPRESS,LP,AX,SITTING BUDDA_C.S.F.,305.00 
538,2790_1521 EXT/INT ERICINCHS HOUSE,001,7773 ,05/24/11,AMERICAN EXPRESS,TAX,AX,SITTING BUDDA_C.S.F.,26.69 
539,2790_1521 EXT/INT ERICINCHS HOUSE,001,8488 ,05/26/11,SMITHnRICHARD B.,LP,PCV,1X USED WASER  DAVES APP,116.00 
540,2790_1521 EXT/INT ERICINCHS HOUSE,001,8488 ,05/26/11,SMITHnRICHARD B.,TAX,PCV,1X USED WASER  DAVES APP,10.44 
541,2790_1521 EXT/INT ERICINCHS HOUSE,001,8488 ,05/26/11,SMITHnRICHARD B.,LP,PCV,1X USED DRYER  DAVES APP,116.00 
542,2790_1521 EXT/INT ERICINCHS HOUSE,001,8537 ,05/26/11,AMERICAN SCREEN & WINDOW,XX,AP,BAMBOO BLINDS 104X120,490.00 
543,2790_1521 EXT/INT ERICINCHS HOUSE,001,8537 ,05/26/11,AMERICAN SCREEN & WINDOW,XX,AP,BAMBOO BLINDS 103X120,490.00 
544,2790_1521 EXT/INT ERICINCHS HOUSE,001,8537 ,05/26/11,AMERICAN SCREEN & WINDOW,XX,AP,4X BAMBOO BLINDS 72X120,1240.00
545,2790_1521 EXT/INT ERICINCHS HOUSE,001,8537 ,05/26/11,AMERICAN SCREEN & WINDOW,XX,AP,BAMBOO BLINDS 48.5X120,280.00 
546,2790_1521 EXT/INT ERICINCHS HOUSE,001,8965 ,05/27/11,,TAX,JE 067,1X USED DRYER  DAVES APP,10.44 
547,2790_1521 EXT/INT ERICINCHS HOUSE,001,9588 ,06/02/11,AMERICAN EXPRESS,LP,AX,WICKER SETTEE_PIER 1,229.95 
548,2790_1521 EXT/INT ERICINCHS HOUSE,001,9588 ,06/02/11,AMERICAN EXPRESS,TAX,AX,WICKER SETTEE_PIER 1,20.12 
549,2790_1521 EXT/INT ERICINCHS HOUSE,001,11411 ,06/10/11,AMERICAN EXPRESS,LP,AX,3PC SECTIONAL SOFA_PIER 1,1349.85
550,2790_1521 EXT/INT ERICINCHS HOUSE,001,11411 ,06/10/11,AMERICAN EXPRESS,TAX,AX,3PC SECTIONAL SOFA_PIER 1,118.11 
551,2790_1521 EXT/INT ERICINCHS HOUSE,001,11411 ,06/10/11,AMERICAN EXPRESS,LP,AX,CERAMIC STOOL_PIER 1,99.95 
552,2790_1521 EXT/INT ERICINCHS HOUSE,001,11411 ,06/10/11,AMERICAN EXPRESS,TAX,AX,CERAMIC STOOL_PIER 1,8.75 
553,2790_1521 EXT/INT ERICINCHS HOUSE,001,11424 ,06/10/11,AMERICAN EXPRESS,LP,AX,EPIPHONE GUITAR_GUITAR CNTR,119.99 
554,2790_1521 EXT/INT ERICINCHS HOUSE,001,11424 ,06/10/11,AMERICAN EXPRESS,TAX,AX,EPIPHONE GUITAR_GUITAR CNTR,10.50 
555,2790_1521 EXT/INT ERICINCHS HOUSE,001,11426 ,06/10/11,AMERICAN EXPRESS,LP,AX,LRG GOLD URN_PIER 1,159.95 
556,2790_1521 EXT/INT ERICINCHS HOUSE,001,11426 ,06/10/11,AMERICAN EXPRESS,TAX,AX,LRG GOLD URN_PIER 1,14.00 
557,2790_1521 EXT/INT ERICINCHS HOUSE,001,11429 ,06/10/11,AMERICAN EXPRESS,LP,AX,GLD PLATED VASE W/HANDLE_PIER1,159.95 
558,2790_1521 EXT/INT ERICINCHS HOUSE,001,11429 ,06/10/11,AMERICAN EXPRESS,TAX,AX,GLD PLATED VASE W/HANDLE_PIER1,14.00 
559,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,10367 ,06/08/11,AMERICAN EXPRESS,LP,AX,SONY DSC_W310 CMRA_RADIO SHACK,99.97 
560,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,10367 ,06/08/11,AMERICAN EXPRESS,TAX,AX,SONY DSC_W310 CMRA_RADIO SHACK,9.00 
561,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,11564 ,06/14/11,AMERICAN EXPRESS,LP,AX,1950INCHS KG HDBRD_RENAISSANCE,125.00 
562,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,11564 ,06/14/11,AMERICAN EXPRESS,TAX,AX,1950INCHS KG HDBRD_RENAISSANCE,10.94 
563,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,11564 ,06/14/11,AMERICAN EXPRESS,LP,AX,LRG LANTERN BOX_RENAISSANCE,125.00 
564,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,11564 ,06/14/11,AMERICAN EXPRESS,TAX,AX,LRG LANTERN BOX_RENAISSANCE,10.94 
565,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,11898 ,06/14/11,AMERICAN EXPRESS,LP,AX,2X 16 HANGING LAMP_LOWEINCHS,278.00 
566,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,11898 ,06/14/11,AMERICAN EXPRESS,TAX,AX,2X 16 HANGING LAMP_LOWEINCHS,24.33 
567,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,11898 ,06/14/11,AMERICAN EXPRESS,LP,AX,UTILITY SINK_LOWES,97.48 
568,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,11898 ,06/14/11,AMERICAN EXPRESS,TAX,AX,UTILITY SINK_LOWES,8.53 
569,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13604 ,06/22/11,AMERICAN EXPRESS,LP,AX,1930INCHS TSK TBL LMP_RESTORE HRD,179.00 
570,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13604 ,06/22/11,AMERICAN EXPRESS,TAX,AX,1930INCHS TSK TBL LMP_RESTORE HRD,15.66 
571,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13604 ,06/22/11,AMERICAN EXPRESS,LP,AX,LRG CLOCHE GLOBE_RESTORE HRDWR,258.33 
572,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13606 ,06/22/11,AMERICAN EXPRESS,LP,AX,BK PERIODIC TALES  A CLUTURE.,23.99 
573,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13606 ,06/22/11,AMERICAN EXPRESS,TAX,AX,BK PERIODIC TALES  A CLUTURE.,2.10 
574,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13606 ,06/22/11,AMERICAN EXPRESS,LP,AX,BK DOES GOD PLAY DICE B&N,22.45 
575,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13606 ,06/22/11,AMERICAN EXPRESS,TAX,AX,BK DOES GOD PLAY DICE B&N,1.96 
576,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13606 ,06/22/11,AMERICAN EXPRESS,LP,AX,BK GOD PARTICLE  IF THE UNI..,14.35 
577,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13606 ,06/22/11,AMERICAN EXPRESS,TAX,AX,BK GOD PARTICLE  IF THE UNI..,1.26 
578,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13606 ,06/22/11,AMERICAN EXPRESS,LP,AX,BK EULERINCHS GEM  THE POLYHED,22.36 
579,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13606 ,06/22/11,AMERICAN EXPRESS,TAX,AX,BK EULERINCHS GEM  THE POLYHED,1.96 
580,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13606 ,06/22/11,AMERICAN EXPRESS,LP,AX,BK SEX MURDER AND THE... B,21.59 
581,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13606 ,06/22/11,AMERICAN EXPRESS,TAX,AX,BK SEX MURDER AND THE... B,1.88 
582,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13607 ,06/22/11,AMERICAN EXPRESS,LP,AX,BK KABBALAH CODE B&N,18.36 
583,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13607 ,06/22/11,AMERICAN EXPRESS,TAX,AX,BK KABBALAH CODE B&N,1.61 
584,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13607 ,06/22/11,AMERICAN EXPRESS,LP,AX,BK PATHG OF SYNCHRONICITY B&,14.35 
585,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13607 ,06/22/11,AMERICAN EXPRESS,TAX,AX,BK PATHG OF SYNCHRONICITY B&,1.26 
586,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13607 ,06/22/11,AMERICAN EXPRESS,LP,AX,BK FREEING THE GENIE WITHIN,15.25 
587,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13607 ,06/22/11,AMERICAN EXPRESS,TAX,AX,BK FREEING THE GENIE WITHIN,1.33 
588,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13607 ,06/22/11,AMERICAN EXPRESS,LP,AX,BK BEFORE THE PYRAMIDS B&N,16.15 
589,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13607 ,06/22/11,AMERICAN EXPRESS,TAX,AX,BK BEFORE THE PYRAMIDS B&N,1.41 
590,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13607 ,06/22/11,AMERICAN EXPRESS,LP,AX,BK GREY ALIENS AND THE.... B,25.20 
591,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13607 ,06/22/11,AMERICAN EXPRESS,TAX,AX,BK GREY ALIENS AND THE.... B,2.21 
592,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13607 ,06/22/11,AMERICAN EXPRESS,LP,AX,BK THERE WERE GIANTS UPON..B,19.20 
593,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13607 ,06/22/11,AMERICAN EXPRESS,TAX,AX,BK THERE WERE GIANTS UPON..B,1.68 
594,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13607 ,06/22/11,AMERICAN EXPRESS,LP,AX,BK DARK MISSION  THE SECRET,23.35 
595,2790_1523 INT ZACKINCHS (BASEMENT) RM (STG),001,13607 ,06/22/11,AMERICAN EXPRESS,TAX,AX,BK DARK MISSION  THE SECRET,2.04 
596,2790_1529 EXT THEATER,001,13603 ,06/22/11,AMERICAN EXPRESS,LP,AX,MHGNY DONRAD DESK_COST PLUS,251.99 
597,2790_1529 EXT THEATER,001,13603 ,06/22/11,AMERICAN EXPRESS,TAX,AX,MHGNY DONRAD DESK_COST PLUS,22.05 
598,2790_1529 EXT THEATER,001,13603 ,06/22/11,AMERICAN EXPRESS,TAX,AX,MED MHGNY DONRAD DESK_COST PLU,126.00 
599,2790_1529 EXT THEATER,001,13603 ,06/22/11,AMERICAN EXPRESS,TAX,AX,MED MHGNY DONRAD DESK_COST PLU,11.03 
600,2790_1529 EXT THEATER,001,13603 ,06/22/11,AMERICAN EXPRESS,LP,AX,2X SM DINING TBLS_COST PLUS,359.98 
601,2790_1529 EXT THEATER,001,13603 ,06/22/11,AMERICAN EXPRESS,TAX,AX,2X SM DINING TBLS_COST PLUS,31.50 
602,2790_1533 INT A.P. CHEMISTRY CLASS,001,11555 ,06/14/11,AMERICAN EXPRESS,LP,AX,PSTR_CHART OF E/M SPECTRUM,91.15 
603,2790_1533 INT A.P. CHEMISTRY CLASS,001,11555 ,06/14/11,AMERICAN EXPRESS,TAX,AX,PSTR_CHART OF E/M SPECTRUM,8.21 
604,2790_1533 INT A.P. CHEMISTRY CLASS,001,11556 ,06/14/11,AMERICAN EXPRESS,TAX,AX,PSTR_METRIC WALL CHART,8.75 
605,2790_1533 INT A.P. CHEMISTRY CLASS,001,11556 ,06/14/11,AMERICAN EXPRESS,LP,AX,PSTR_METRIC WALL CHART,97.15 
606,2790_1533 INT A.P. CHEMISTRY CLASS,001,13918 ,06/23/11,IVES BUSINESS FORMS INC,LP,AP,96X48 DRY ERASE BOARD IVES,289.99 
607,2790_1533 INT A.P. CHEMISTRY CLASS,001,13918 ,06/23/11,IVES BUSINESS FORMS INC,TAX,AP,96X48 DRY ERASE BOARD IVES,26.10 
608,2790_1535 INT BOYS BATHROOM,001,13682 ,06/23/11,CAST&CREW ONSET LOUISIANA LLC,LP,AP,1X ACRYLIC MIRROR MCMSTR CARR,193.96 
609,2790_1535 INT BOYS BATHROOM,001,13682 ,06/23/11,CAST&CREW ONSET LOUISIANA LLC,TAX,AP,1X ACRYLIC MIRROR MCMSTR CARR,15.23 
610,2790_1539 INT/EXT HALLWAYS SAGAN H.S.,001,14975 ,06/29/11,CAST&CREW ONSET LOUISIANA LLC,LP,AP,8X PLSTC BENCHES MCMSTR CARR,2686.26
611,2790_1539 INT/EXT HALLWAYS SAGAN H.S.,001,14975 ,06/29/11,CAST&CREW ONSET LOUISIANA LLC,TAX,AP,8X PLSTC BENCHES MCMSTR CARR,219.20 
612,2790_1542 EXT METROPOLITAN GATEWAY HOTEL,001,13612 ,06/22/11,AMERICAN EXPRESS,LP,AX,GRY 12X24 CARPET RUNNER,494.08 
613,2790_1542 EXT METROPOLITAN GATEWAY HOTEL,001,13612 ,06/22/11,AMERICAN EXPRESS,TAX,AX,GRY 12X24 CARPET RUNNER,36.23 
614,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1051 ,03/30/11,RENAISSANCE INTERIORS LLC,LP,AP,BRASS_MARBLE FLR LAMP,150.00 
615,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1051 ,03/30/11,RENAISSANCE INTERIORS LLC,TAX,AP,BRASS_MARBLE FLR LAMP,13.13 
616,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1051 ,03/30/11,RENAISSANCE INTERIORS LLC,LP,AP,LOFT INDSTRL METAL SDE TBLE,295.00 
617,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1051 ,03/30/11,RENAISSANCE INTERIORS LLC,TAX,AP,LOFT INDSTRL METAL SDE TBLE,25.81 
618,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1051 ,03/30/11,RENAISSANCE INTERIORS LLC,LP,AP,2X HI QLTY TBLE LAMPS,470.00 
619,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1051 ,03/30/11,RENAISSANCE INTERIORS LLC,TAX,AP,2X HI QLTY TBLE LAMPS,41.12 
620,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1425 ,03/31/11,AMERICAN SCREEN & WINDOW,XX,AP,13x MAUVE MINI BLINDS,2210.00 
621,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,LP,AP,2XDKW OVATION CONSOLES,478.00 
622,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,TAX,AP,2XDKW OVATION CONSOLES,41.83 
623,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,LP,AP,2DRWR ZEN DESK,649.00 
624,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,TAX,AP,2DRWR ZEN DESK,56.79 
625,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,LP,AP,BLK CHANO TV TBLE,799.00 
626,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,TAX,AP,BLK CHANO TV TBLE,69.91 
627,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,LP,AP,BRAVO DBL DRESSER,599.00 
628,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,TAX,AP,BRAVO DBL DRESSER,52.41 
629,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,LP,AP,TORINO ARM CHAIR,718.00 
630,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,TAX,AP,TORINO ARM CHAIR,62.83 
631,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,LP,AP,KATES BOUQUET W/LION VASE,365.00 
632,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,TAX,AP,KATES BOUQUET W/LION VASE,31.94 
633,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,LP,AP,2X 2DRWR SARDINA NIGHT STAND,858.00 
634,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,TAX,AP,2X 2DRWR SARDINA NIGHT STAND,75.08 
635,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,LP,AP,BLK DRESSER,495.00 
636,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,TAX,AP,BLK DRESSER,43.31 
